0.154420, 0.014876 
0.183746, 0.018176 
0.157519, 0.015061 
0.155328, 0.014911 
0.163588, 0.015955 
0.162426, 0.015674 
0.155187, 0.014881 
0.156393, 0.015035 
0.158802, 0.015304 
0.165770, 0.016100 
0.158147, 0.015244 
0.154987, 0.014892 
0.157851, 0.015262 
0.159661, 0.015388 
0.154953, 0.014909 
0.154423, 0.014874 
0.169203, 0.016525 
0.158831, 0.015277 
0.154043, 0.014780 
0.152880, 0.014719 
0.169364, 0.016683 
0.159142, 0.015294 
0.159605, 0.015438 
0.158148, 0.015242 
0.154742, 0.014881 
0.152720, 0.014720 
0.159369, 0.015417 
0.156212, 0.015085 
0.157733, 0.015214 
0.157500, 0.015161 
0.154728, 0.014879 
0.162382, 0.015770 
0.155317, 0.014929 
0.167021, 0.016248 
0.156750, 0.015037 
